transcript_id,domain,intent,reason_for_call,conversation_text,num_turns,time_of_interaction
7566-5859-7858-5779,E-commerce & Retail,Delivery Investigation,"Customer Katherine Miller reported a desk organizer showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting BuyNow. This is Emma. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 4476112. The tracking indicates delivery was completed, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a desk organizer. The tracking does show it was delivered by OnTrac. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the back entrance. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with OnTrac. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this desk organizer. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-07-17 08:44:00
2401-9873-5160-2199,E-commerce & Retail,Delivery Investigation,"Customer Emily Gutierrez reported a coffee maker showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting ShopEasy. This is Emma. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 7378380. The tracking shows it arrived three days ago, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a coffee maker. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the back entrance. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this coffee maker. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-06-10 14:36:00
9215-6793-7825-6563,E-commerce & Retail,Delivery Investigation,"Customer Dorothy Robinson reported a exercise equipment showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting OnlineMarket. This is Laura. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 3426559. The tracking indicates delivery was completed, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a exercise equipment. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the front porch. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this exercise equipment. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-05-01 17:50:00
6932-1827-4114-8571,E-commerce & Retail,Delivery Investigation,"Customer Charles Alvarez reported a gaming controller showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting OnlineMarket. This is Melissa. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 7211807. The tracking shows delivered at 2:15 PM, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a gaming controller. The tracking does show it was delivered by OnTrac. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the back entrance. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with OnTrac. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this gaming controller. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-12-11 20:09:00
1618-5044-4640-5153,Travel & Hospitality,Delivery Investigation,"Customer Jerry Morris reported a smart watch showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TravelEase. This is Tyler. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 6908602. The tracking says it was left at the specified location, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a smart watch. The tracking does show it was delivered by USPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the side door. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with USPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this smart watch. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-01-27 11:48:00
9401-4147-9823-9861,Travel & Hospitality,Delivery Investigation,"Customer Steven Sanders reported a coffee maker showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TripMasters. This is Amanda. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 7388012. The tracking says it was left at the specified location, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a coffee maker. The tracking does show it was delivered by OnTrac. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the garage. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with OnTrac. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this coffee maker. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-02-24 11:34:00
8400-3643-9457-2613,E-commerce & Retail,Delivery Investigation,"Customer Virginia Hernandez reported a book set showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting ShopEasy. This is Matthew. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 4816882. The tracking says it was left at the specified location, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a book set. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the garage. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this book set. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-06-26 11:15:00
5296-2588-1511-1305,Travel & Hospitality,Delivery Investigation,"Customer Stephanie Price reported a smart watch showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TravelEase. This is Katherine. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 7550397. The tracking was marked delivered yesterday afternoon, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a smart watch. The tracking does show it was delivered by FedEx. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the garage. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with FedEx. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this smart watch. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-01-11 11:51:00
2477-6980-8597-7082,Travel & Hospitality,Delivery Investigation,"Customer Brenda Bailey reported a desk organizer showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TravelEase. This is Angela. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 9482827. The tracking shows it arrived three days ago, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a desk organizer. The tracking does show it was delivered by UPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the back entrance. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with UPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this desk organizer. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-11-14 15:38:00
2618-2296-5336-5751,E-commerce & Retail,Delivery Investigation,"Customer Donna Gray reported a gaming controller showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting MegaStore. This is Rachel. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 8847253. The tracking shows delivered at 2:15 PM, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a gaming controller. The tracking does show it was delivered by UPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the mailbox. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with UPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this gaming controller. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-10-05 17:43:00
8883-7870-4787-7776,Travel & Hospitality,Delivery Investigation,"Customer David Robinson reported a desk organizer showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TripMasters. This is Joseph. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 1991654. The tracking was marked delivered yesterday afternoon, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a desk organizer. The tracking does show it was delivered by OnTrac. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the side door. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with OnTrac. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this desk organizer. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-10-16 15:59:00
2636-1041-5574-5963,E-commerce & Retail,Delivery Investigation,"Customer John Baker reported a gaming controller showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting QuickMart. This is Scott. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 9663535. The tracking indicates delivery was completed, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a gaming controller. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the side door. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this gaming controller. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-03-17 20:42:00
2733-2780-4175-7874,E-commerce & Retail,Delivery Investigation,"Customer Laura Price reported a bluetooth speaker showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting RetailPro. This is Sophia. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 2250744. The tracking indicates delivery was completed, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a bluetooth speaker. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the reception desk. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this bluetooth speaker. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-01-30 10:59:00
8336-5730-5453-7726,E-commerce & Retail,Delivery Investigation,"Customer Emily Ramos reported a exercise equipment showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting MegaStore. This is Jennifer. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 5101949. The tracking was marked delivered yesterday afternoon, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a exercise equipment. The tracking does show it was delivered by FedEx. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the reception desk. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with FedEx. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this exercise equipment. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-10-16 13:48:00
6407-1035-7511-9309,E-commerce & Retail,Delivery Investigation,"Customer Harold Nelson reported a exercise equipment showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting MegaStore. This is Michael. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 1105818. The tracking was marked delivered yesterday afternoon, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a exercise equipment. The tracking does show it was delivered by USPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the side door. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with USPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this exercise equipment. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-02-21 19:59:00
5774-4331-3196-4346,E-commerce & Retail,Delivery Investigation,"Customer Virginia Campbell reported a gaming controller showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting FastShip. This is Brandon. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 9009199. The tracking shows it arrived three days ago, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a gaming controller. The tracking does show it was delivered by USPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the mailbox. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with USPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this gaming controller. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-09-30 17:32:00
9996-8900-2851-3783,Travel & Hospitality,Delivery Investigation,"Customer Raymond Coleman reported a exercise equipment showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting TripMasters. This is Steven. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 4358947. The tracking shows delivered at 2:15 PM, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a exercise equipment. The tracking does show it was delivered by USPS. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the garage. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with USPS. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this exercise equipment. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-03-16 10:37:00
8873-2760-1803-3819,Travel & Hospitality,Delivery Investigation,"Customer Gary Henderson reported a coffee maker showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting HotelPrime. This is Hannah. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 9902790. The tracking shows delivered at 2:15 PM, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a coffee maker. The tracking does show it was delivered by OnTrac. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the side door. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with OnTrac. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this coffee maker. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-10-12 11:41:00
4282-7996-6699-5500,E-commerce & Retail,Delivery Investigation,"Customer Judith Moore reported a smart watch showing as delivered but never received, requiring delivery investigation and replacement shipment.","Agent: Hello, thank you for contacting OnlineMarket. This is Rachel. How can I help you? | Customer: Hello, I'm calling about an order that shows delivered but I never received it. | Agent: I'm sorry to hear that. I'll definitely help you look into this. Can I get your order number? | Customer: It's 9072679. The tracking shows it arrived three days ago, but there was nothing at my door. | Agent: Let me pull that up right away. Okay, I see the order for a smart watch. The tracking does show it was delivered by regional carrier. Do you have cameras or neighbors who might have seen the delivery? | Customer: I've checked with my neighbors and looked at my security camera footage. Nothing shows a delivery. I've been home all day too. | Agent: That's definitely concerning. The carrier's note says it was left at the garage. Is that your usual delivery location? | Customer: Yes, but it's not there. I've checked everywhere. Could it have been delivered to the wrong address? | Agent: That's possible. Let me start an investigation with regional carrier. I'm also going to file a claim on our end. In the meantime, would you like me to send a replacement? | Customer: Yes, please. I really need this smart watch. How long will the replacement take? | Agent: I can get a replacement shipped out today with expedited delivery at no extra charge. You should have it within 2-3 business days. I'm also adding a note to use signature confirmation. | Customer: Thank you. What about the investigation? | Agent: The carrier investigation usually takes 5-7 business days. If they locate the package or determine what happened, we'll contact you. You won't be charged twice - this is completely on us. | Customer: I appreciate that. This is the first time I've had this issue with your company. | Agent: Thank you for your patience and understanding. Your replacement order confirmation will be sent to your email shortly. Is there anything else I can help you with today?",15,2025-03-09 12:26:00
